Cruise,Station,Longitude_E,Latitude_N,Bottle,Depth,NO3_NO2,QF_NO3_NO2,NO3_NO2_stdDev,QF_NO3_NO2_stdDev,NO3_NO2_CF,QF_NO3_NO2_CF,NO3_NO2_C,QF_NO3_NO2_C,NO3_NO2_C_stdDev,QF_NO3_NO2_C_stdDev,PO4,QF_PO4,PO4_stdDev,QF_PO4_stdDev,PO4_CF,QF_PO4_CF,PO4_C,QF_PO4_C,PO4_C_stdDev,QF_PO4_C_stdDev,NO2,QF_NO2,NO2_stdDev,QF_NO2_stdDev,NO2_CF,QF_NO2_CF,NO2_C,QF_NO2_C,NO2_C_stdDev,QF_NO2_C_stdDev,Si_OH4,QF_Si_OH4, Si_OH4_stdDev,QF_Si_OH4_stdDev,Si_OH4_CF,QF_Si_OH4_CF,Si_OH4_C,QF_Si_OH4_C,Si_OH4_C_stdDev,QF_Si_OH4_C_stdDev,NH4,QF_NH4,NH4_stdDev,QF_NH4_stdDev,NH4_CF,QF_NH4_CF,NH4_C,QF_NH4_C,NH4_C_stdDev,QF_NH4_C_stdDev
PS114,015_01,8.5422,79.0185,10,75,9.34,0,0.028,0,1,0,9.34,0,0.028,0,0.778,0,0.001,0,0.9087,0,0.706,0,0.001,0,0.133,0,0,0,0.7291,0,0.097,0,0,0,4.105,0,0.007,0,1.0554,0,4.332,0,0.007,0,1.476,1,0.004,1,0.9748,1,1.438,1,0.003,
PS114,015_01,8.5422,79.0185,8,100,9.545,0,0.035,0,1,0,9.545,0,0.035,0,0.787,0,0.001,0,0.9087,0,0.715,0,0.001,0,0.139,0,0.001,0,0.7291,0,0.101,0,0.001,0,3.985,0,0.007,0,1.0554,0,4.206,0,0.007,0,1.409,1,0.001,1,0.9748,1,1.373,1,0.001,
PS114,015_01,8.5422,79.0185,6,250,11.915,0,0.021,0,1,0,11.915,0,0.021,0,0.881,0,0.006,0,0.9087,0,0.801,0,0.005,0,0.15,0,0,0,0.7291,0,0.109,0,0,0,4.41,0,0,0,1.0554,0,4.654,0,0,0,0.509,1,0.011,1,0.9748,1,0.496,1,0.011,
PS114,015_01,8.5422,79.0185,4,300,11.785,0,0.007,0,1,0,11.785,0,0.007,0,0.874,0,0.005,0,0.9087,0,0.794,0,0.004,0,0.203,0,0.001,0,0.7291,0,0.148,0,0.001,0,4.35,0,0,0,1.0554,0,4.591,0,0,0,0.576,1,0.001,1,0.9748,1,0.561,1,0.001,
PS114,016_01,9.3006,78.9804,21,10,0.215,0,0.007,0,1,0,0.215,0,0.007,0,0.208,0,0.006,0,0.9087,0,0.189,0,0.005,0,0.02,0,0.001,0,0.7291,0,0.014,0,0.001,0,1.625,0,0.007,0,1.0554,0,1.715,0,0.007,0,0.396,1,0.001,1,0.9748,1,0.386,1,0.001,
PS114,016_01,9.3006,78.9804,12,40,3.05,0,0.014,0,1,0,3.05,0,0.014,0,0.508,0,0.002,0,0.9087,0,0.461,0,0.002,0,0.094,0,0,0,0.7291,0,0.069,0,0,0,2.785,0,0.007,0,1.0554,0,2.939,0,0.007,0,2.415,1,0.025,1,0.9748,1,2.354,1,0.025,
PS114,016_01,9.3006,78.9804,6,75,7.935,0,0.021,0,1,0,7.935,0,0.021,0,0.721,0,0.005,0,0.9087,0,0.655,0,0.004,0,0.154,0,0,0,0.7291,0,0.112,0,0,0,3.42,0,0,0,1.0554,0,3.609,0,0,0,2.275,1,0.001,1,0.9748,1,2.217,1,0.001,
PS114,016_01,9.3006,78.9804,3,100,9.985,0,0.064,0,1,0,9.985,0,0.064,0,0.791,0,0.002,0,0.9087,0,0.718,0,0.002,0,0.216,0,0.001,0,0.7291,0,0.157,0,0.001,0,3.585,0,0.021,0,1.0554,0,3.784,0,0.022,0,1.389,1,0.008,1,0.9748,1,1.354,1,0.008,
PS114,020_01,5.6483,79.0206,23,10,0.19,0,0,0,1,0,0.19,0,0,0,0.159,0,0.006,0,0.9087,0,0.144,0,0.006,0,0.019,0,0,0,0.6629,0,0.013,0,0,0,2.2,0,0.014,0,1.0386,0,2.285,0,0.015,0,0.259,1,0.001,1,0.821,1,0.212,1,0.001,
PS114,020_01,5.6483,79.0206,20,30,0.415,0,0.007,0,1,0,0.415,0,0.007,0,0.233,0,0.008,0,0.9087,0,0.211,0,0.007,0,0.029,0,0.001,0,0.6629,0,0.019,0,0.001,0,2.92,0,0.014,0,1.0386,0,3.033,0,0.015,0,1.055,1,0.012,1,0.821,1,0.866,1,0.01,
PS114,020_01,5.6483,79.0206,17,40,1.23,0,0,0,1,0,1.23,0,0,0,0.343,0,0.003,0,0.9087,0,0.312,0,0.003,0,0.05,0,0,0,0.6629,0,0.033,0,0,0,3.19,0,0,0,1.0386,0,3.313,0,0,0,2.417,1,0.011,1,0.821,1,1.984,1,0.009,
PS114,020_01,5.6483,79.0206,14,50,1.595,0,0.007,0,1,0,1.595,0,0.007,0,0.371,0,0.003,0,0.9087,0,0.337,0,0.003,0,0.057,0,0.001,0,0.6629,0,0.037,0,0,0,3.265,0,0.007,0,1.0386,0,3.391,0,0.007,0,2.701,1,0.005,1,0.821,1,2.217,1,0.004,
PS114,020_01,5.6483,79.0206,14,50,1.505,0,0.007,0,1,0,1.505,0,0.007,0,0.365,0,0.001,0,0.9087,0,0.332,0,0.001,0,0.056,0,0.001,0,0.6629,0,0.037,0,0,0,3.255,0,0.007,0,1.0386,0,3.381,0,0.007,0,2.612,1,0.001,1,0.821,1,2.144,1,0.001,
PS114,020_01,5.6483,79.0206,12,50,1.515,0,0.007,0,1,0,1.515,0,0.007,0,0.37,0,0.001,0,0.9087,0,0.336,0,0.001,0,0.058,0,0.003,0,0.6629,0,0.038,0,0.002,0,3.25,0,0.014,0,1.0386,0,3.376,0,0.015,0,2.635,1,0.002,1,0.821,1,2.163,1,0.002,
PS114,020_01,5.6483,79.0206,11,75,3.36,0,0.014,0,1,0,3.36,0,0.014,0,0.504,0,0.004,0,0.9087,0,0.458,0,0.003,0,0.109,0,0,0,0.6629,0,0.072,0,0,0,3.525,0,0.007,0,1.0386,0,3.661,0,0.007,0,3.623,1,0.017,1,0.821,1,2.975,1,0.014,
PS114,020_01,5.6483,79.0206,10,100,7.49,0,0.014,0,1,0,7.49,0,0.014,0,0.724,0,0.004,0,0.9087,0,0.657,0,0.003,0,0.237,0,0,0,0.6629,0,0.157,0,0,0,3.955,0,0.007,0,1.0386,0,4.108,0,0.007,0,3.529,1,0.004,1,0.821,1,2.897,1,0.003,
PS114,020_01,5.6483,79.0206,7,250,12.64,0,0.014,0,1,0,12.64,0,0.014,0,0.946,0,0.018,0,0.9087,0,0.859,0,0.016,0,0.036,0,0,0,0.6629,0,0.024,0,0,0,5.385,0,0.007,0,1.0386,0,5.593,0,0.007,0,0.319,1,0.003,1,0.821,1,0.262,1,0.002,
PS114,020_01,5.6483,79.0206,6,400,13.18,0,0.085,0,1,0,13.18,0,0.085,0,0.977,0,0,0,0.9087,0,0.888,0,0,0,0.018,0,0,0,0.6629,0,0.012,0,0,0,6.26,0,0,0,1.0386,0,6.502,0,0,0,0.274,1,0.006,1,0.821,1,0.225,1,0.005,
PS114,020_01,5.6483,79.0206,5,500,13.015,0,0.007,0,1,0,13.015,0,0.007,0,0.978,0,0.002,0,0.9087,0,0.888,0,0.002,0,0.016,0,0.001,0,0.6629,0,0.01,0,0,0,6.64,0,0.014,0,1.0386,0,6.896,0,0.015,0,0.262,1,0.001,1,0.821,1,0.215,1,0.001,
PS114,020_01,5.6483,79.0206,4,750,13.795,0,0.049,0,1,0,13.795,0,0.049,0,1.019,0,0.006,0,0.9087,0,0.926,0,0.005,0,0.019,0,0.004,0,0.6629,0,0.012,0,0.002,0,7.37,0,0.028,0,1.0386,0,7.655,0,0.029,0,0.26,1,0.001,1,0.821,1,0.213,1,0.001,
PS114,020_01,5.6483,79.0206,3,1000,14.035,0,0.092,0,1,0,14.035,0,0.092,0,1.038,0,0.004,0,0.9087,0,0.943,0,0.003,0,0.012,0,0,0,0.6629,0,0.008,0,0,0,8.29,0,0.014,0,1.0386,0,8.61,0,0.015,0,0.252,1,0.001,1,0.821,1,0.207,1,0.001,
PS114,020_01,5.6483,79.0206,2,1200,14.475,0,0.064,0,1,0,14.475,0,0.064,0,1.068,0,0.002,0,0.9087,0,0.97,0,0.002,0,0.012,0,0.001,0,0.6629,0,0.008,0,0.001,0,9.54,0,0.028,0,1.0386,0,9.908,0,0.029,0,0.258,1,0.001,1,0.821,1,0.212,1,0.001,
PS114,020_01,5.6483,79.0206,1,1942,15.38,0,0.099,0,1,0,15.38,0,0.099,0,1.138,0,0.004,0,0.9087,0,1.034,0,0.003,0,0.014,0,0,0,0.6629,0,0.009,0,0,0,12.63,0,0,0,1.0386,0,13.118,0,0,0,0.26,1,0.001,1,0.821,1,0.213,1,0.001,
PS114,021_01,0.0112,78.6683,24,10,0.61,0,0,0,1,0,0.61,0,0,0,0.188,0,0.01,0,0.9087,0,0.171,0,0.009,0,0.031,0,0,0,0.6629,0,0.021,0,0,0,1.31,0,0.042,0,1.0386,0,1.361,0,0.044,0,0.308,1,0.005,1,0.821,1,0.252,1,0.004,
PS114,021_01,0.0112,78.6683,22,20,3.915,0,0.021,0,1,0,3.915,0,0.021,0,0.419,0,0.006,0,0.9087,0,0.38,0,0.006,0,0.101,0,0.001,0,0.6629,0,0.067,0,0.001,0,2.49,0,0.014,0,1.0386,0,2.586,0,0.015,0,1.119,1,0.009,1,0.821,1,0.918,1,0.008,
PS114,021_01,0.0112,78.6683,20,50,6.25,0,0.042,0,1,0,6.25,0,0.042,0,0.641,0,0.001,0,0.9087,0,0.582,0,0.001,0,0.217,0,0.002,0,0.6629,0,0.144,0,0.001,0,3.6,0,0,0,1.0386,0,3.739,0,0,0,2.867,1,0.022,1,0.821,1,2.353,1,0.018,
PS114,021_01,0.0112,78.6683,18,80,9.245,0,0.049,0,1,0,9.245,0,0.049,0,0.774,0,0.005,0,0.9087,0,0.703,0,0.004,0,0.34,0,0.001,0,0.6629,0,0.225,0,0,0,4.075,0,0.035,0,1.0386,0,4.232,0,0.037,0,2.324,1,0.001,1,0.821,1,1.908,1,0.001,
PS114,021_01,0.0112,78.6683,16,100,11.515,0,0.007,0,1,0,11.515,0,0.007,0,0.851,0,0.004,0,0.9087,0,0.773,0,0.004,0,0.241,0,0.001,0,0.6629,0,0.159,0,0,0,4.455,0,0.007,0,1.0386,0,4.627,0,0.007,0,0.887,1,0.014,1,0.821,1,0.728,1,0.012,
PS114,021_01,0.0112,78.6683,14,200,12.04,0,0.085,0,1,0,12.04,0,0.085,0,0.87,0,0.001,0,0.9087,0,0.79,0,0.001,0,0.035,0,0,0,0.6629,0,0.023,0,0,0,4.755,0,0.007,0,1.0386,0,4.939,0,0.007,0,0.278,1,0.01,1,0.821,1,0.228,1,0.008,
PS114,021_01,0.0112,78.6683,12,300,12.16,0,0.071,0,1,0,12.16,0,0.071,0,0.876,0,0.001,0,0.9087,0,0.796,0,0.001,0,0.04,0,0.002,0,0.6629,0,0.026,0,0.001,0,4.945,0,0.035,0,1.0386,0,5.136,0,0.037,0,0.245,1,0.003,1,0.821,1,0.201,1,0.002,
PS114,021_01,0.0112,78.6683,10,420,12.685,0,0.106,0,1,0,12.685,0,0.106,0,0.919,0,0.001,0,0.9087,0,0.835,0,0.001,0,0.042,0,0.001,0,0.6629,0,0.028,0,0,0,5.68,0,0.028,0,1.0386,0,5.899,0,0.029,0,0.265,1,0,1,0.821,1,0.218,1,0,
PS114,021_01,0.0112,78.6683,8,500,12.925,0,0.049,0,1,0,12.925,0,0.049,0,0.946,0,0.004,0,0.9087,0,0.859,0,0.003,0,0.023,0,0,0,0.6629,0,0.015,0,0,0,5.935,0,0.035,0,1.0386,0,6.164,0,0.037,0,0.268,1,0.001,1,0.821,1,0.22,1,0.001,
PS114,021_01,0.0112,78.6683,6,600,13.05,0,0.085,0,1,0,13.05,0,0.085,0,0.964,0,0.001,0,0.9087,0,0.876,0,0.001,0,0.024,0,0,0,0.6629,0,0.016,0,0,0,6.46,0,0,0,1.0386,0,6.709,0,0,0,0.274,1,0.003,1,0.821,1,0.225,1,0.002,
PS114,021_01,0.0112,78.6683,4,700,13.245,0,0.007,0,1,0,13.245,0,0.007,0,0.985,0,0.001,0,0.9087,0,0.895,0,0.001,0,0.024,0,0.001,0,0.6629,0,0.016,0,0.001,0,6.685,0,0.007,0,1.0386,0,6.943,0,0.007,0,0.279,1,0.002,1,0.821,1,0.229,1,0.002,
PS114,021_01,0.0112,78.6683,2,800,13.48,0,0.014,0,1,0,13.48,0,0.014,0,0.996,0,0.001,0,0.9087,0,0.905,0,0.001,0,0.016,0,0,0,0.6629,0,0.011,0,0,0,6.905,0,0.021,0,1.0386,0,7.172,0,0.022,0,0.251,1,0.001,1,0.821,1,0.206,1,0.001,
PS114,022_01,-0.0015,78.5007,24,10,0.77,0,0,0,1,0,0.77,0,0,0,0.205,0,0.004,0,0.9087,0,0.186,0,0.003,0,0.023,0,0.001,0,0.6629,0,0.015,0,0,0,1.915,0,0.049,0,1.0386,0,1.989,0,0.051,0,0.344,1,0.001,1,0.821,1,0.282,1,0.001,
PS114,022_01,-0.0015,78.5007,22,40,7.665,0,0.021,0,1,0,7.665,0,0.021,0,0.703,0,0.003,0,0.9087,0,0.639,0,0.003,0,0.222,0,0.004,0,0.6629,0,0.147,0,0.003,0,3.895,0,0.007,0,1.0386,0,4.045,0,0.007,0,2.539,1,0.022,1,0.821,1,2.084,1,0.018,
PS114,022_01,-0.0015,78.5007,20,50,9.165,0,0.021,0,1,0,9.165,0,0.021,0,0.77,0,0.001,0,0.9087,0,0.7,0,0.001,0,0.264,0,0,0,0.6629,0,0.175,0,0,0,4.105,0,0.035,0,1.0386,0,4.264,0,0.037,0,2.065,1,0.002,1,0.821,1,1.695,1,0.002,
PS114,022_01,-0.0015,78.5007,18,80,12.035,0,0.049,0,1,0,12.035,0,0.049,0,0.878,0,0.001,0,0.9087,0,0.798,0,0.001,0,0.185,0,0.001,0,0.6629,0,0.122,0,0,0,4.48,0,0.014,0,1.0386,0,4.653,0,0.015,0,0.75,1,0.021,1,0.821,1,0.615,1,0.017,
PS114,022_01,-0.0015,78.5007,16,100,12.48,0,0.014,0,1,0,12.48,0,0.014,0,0.894,0,0.001,0,0.9087,0,0.812,0,0.001,0,0.113,0,0.005,0,0.6629,0,0.075,0,0.003,0,4.68,0,0,0,1.0386,0,4.861,0,0,0,0.328,1,0.015,1,0.821,1,0.269,1,0.012,
PS114,022_01,-0.0015,78.5007,14,200,12.175,0,0.035,0,1,0,12.175,0,0.035,0,0.895,0,0.014,0,0.9087,0,0.813,0,0.013,0,0.036,0,0.001,0,0.6629,0,0.024,0,0,0,4.825,0,0.007,0,1.0386,0,5.011,0,0.007,0,0.283,1,0.006,1,0.821,1,0.232,1,0.005,
PS114,022_01,-0.0015,78.5007,12,300,12.205,0,0.078,0,1,0,12.205,0,0.078,0,0.887,0,0.001,0,0.9087,0,0.806,0,0.001,0,0.045,0,0.012,0,0.6629,0,0.029,0,0.008,0,4.97,0,0.014,0,1.0386,0,5.162,0,0.015,0,0.276,1,0.003,1,0.821,1,0.227,1,0.002,
PS114,022_01,-0.0015,78.5007,10,400,12.635,0,0.007,0,1,0,12.635,0,0.007,0,0.924,0,0.001,0,0.9087,0,0.84,0,0.001,0,0.033,0,0,0,0.6629,0,0.022,0,0,0,5.595,0,0.049,0,1.0386,0,5.811,0,0.051,0,0.266,1,0.001,1,0.821,1,0.218,1,0.001,
PS114,022_01,-0.0015,78.5007,8,500,12.83,0,0.042,0,1,0,12.83,0,0.042,0,0.955,0,0.002,0,0.9087,0,0.867,0,0.002,0,0.017,0,0.001,0,0.6629,0,0.011,0,0.001,0,6.42,0,0,0,1.0386,0,6.668,0,0,0,0.291,1,0.004,1,0.821,1,0.239,1,0.003,
PS114,022_01,-0.0015,78.5007,6,600,13.1,0,0,0,1,0,13.1,0,0,0,0.972,0,0.001,0,0.9087,0,0.883,0,0.001,0,0.022,0,0.001,0,0.6629,0,0.014,0,0,0,6.405,0,0.007,0,1.0386,0,6.652,0,0.007,0,0.266,1,0,1,0.821,1,0.218,1,0,
PS114,022_01,-0.0015,78.5007,4,700,13.195,0,0.078,0,1,0,13.195,0,0.078,0,0.981,0,0.001,0,0.9087,0,0.891,0,0.001,0,0.018,0,0,0,0.6629,0,0.012,0,0,0,6.56,0,0.028,0,1.0386,0,6.813,0,0.029,0,0.295,1,0.001,1,0.821,1,0.242,1,0.001,
PS114,022_01,-0.0015,78.5007,2,801,13.26,0,0.042,0,1,0,13.26,0,0.042,0,0.992,0,0.003,0,0.9087,0,0.901,0,0.003,0,0.017,0,0.001,0,0.6629,0,0.011,0,0.001,0,6.91,0,0.014,0,1.0386,0,7.177,0,0.015,0,0.282,1,0.001,1,0.821,1,0.231,1,0.001,
PS114,023_01,0.0039,78.1877,22,10,0.445,0,0.007,0,1,0,0.445,0,0.007,0,0.2,0,0.001,0,0.9087,0,0.182,0,0.001,0,0.024,0,0.006,0,0.6629,0,0.016,0,0.004,0,1.975,0,0.007,0,1.0386,0,2.051,0,0.007,0,0.401,1,0.001,1,0.821,1,0.329,1,0.001,
PS114,023_01,0.0039,78.1877,20,25,2.305,0,0.007,0,1,0,2.305,0,0.007,0,0.382,0,0.001,0,0.9087,0,0.347,0,0.001,0,0.075,0,0.001,0,0.6629,0,0.049,0,0,0,2.5,0,0,0,1.0386,0,2.597,0,0,0,1.667,1,0.017,1,0.821,1,1.369,1,0.014,
PS114,023_01,0.0039,78.1877,17,35,4.615,0,0.021,0,1,0,4.615,0,0.021,0,0.554,0,0.007,0,0.9087,0,0.503,0,0.006,0,0.134,0,0,0,0.6629,0,0.089,0,0,0,3.215,0,0.007,0,1.0386,0,3.339,0,0.007,0,2.677,1,0.01,1,0.821,1,2.198,1,0.008,
PS114,023_01,0.0039,78.1877,15,45,8.555,0,0.007,0,1,0,8.555,0,0.007,0,0.717,0,0.001,0,0.9087,0,0.652,0,0.001,0,0.227,0,0.001,0,0.6629,0,0.15,0,0.001,0,4.18,0,0.014,0,1.0386,0,4.341,0,0.015,0,1.64,1,0.009,1,0.821,1,1.346,1,0.008,
PS114,023_01,0.0039,78.1877,14,50,12.065,0,0.021,0,1,0,12.065,0,0.021,0,0.864,0,0.002,0,0.9087,0,0.785,0,0.002,0,0.423,0,0,0,0.6629,0,0.28,0,0,0,4.535,0,0.021,0,1.0386,0,4.71,0,0.022,0,0.753,1,0.011,1,0.821,1,0.618,1,0.009,
PS114,023_01,0.0039,78.1877,13,75,9.61,0,0.057,0,1,0,9.61,0,0.057,0,0.759,0,0.004,0,0.9087,0,0.689,0,0.003,0,0.238,0,0.001,0,0.6629,0,0.157,0,0,0,4.305,0,0.007,0,1.0386,0,4.471,0,0.007,0,1.396,1,0.004,1,0.821,1,1.146,1,0.003,
PS114,023_01,0.0039,78.1877,12,100,11.33,0,0.014,0,1,0,11.33,0,0.014,0,0.846,0,0.001,0,0.9087,0,0.769,0,0.001,0,0.415,0,0.001,0,0.6629,0,0.275,0,0.001,0,4.385,0,0.021,0,1.0386,0,4.554,0,0.022,0,1.446,1,0.001,1,0.821,1,1.187,1,0.001,
PS114,023_01,0.0039,78.1877,10,250,12.365,0,0.035,0,1,0,12.365,0,0.035,0,0.89,0,0.001,0,0.9087,0,0.808,0,0.001,0,0.074,0,0.001,0,0.6629,0,0.049,0,0.001,0,5.51,0,0,0,1.0386,0,5.723,0,0,0,0.248,1,0.013,1,0.821,1,0.203,1,0.011,
PS114,023_01,0.0039,78.1877,9,300,12.365,0,0.049,0,1,0,12.365,0,0.049,0,0.898,0,0.004,0,0.9087,0,0.816,0,0.003,0,0.059,0,0.001,0,0.6629,0,0.039,0,0,0,5.675,0,0.007,0,1.0386,0,5.894,0,0.007,0,0.229,1,0.002,1,0.821,1,0.188,1,0.002,
PS114,023_01,0.0039,78.1877,8,400,12.24,0,0.042,0,1,0,12.24,0,0.042,0,0.893,0,0.002,0,0.9087,0,0.811,0,0.002,0,0.024,0,0.002,0,0.6629,0,0.016,0,0.001,0,5.64,0,0,0,1.0386,0,5.858,0,0,0,0.23,1,0.001,1,0.821,1,0.189,1,0.001,
PS114,023_01,0.0039,78.1877,7,500,12.64,0,0.071,0,1,0,12.64,0,0.071,0,0.925,0,0.002,0,0.9087,0,0.84,0,0.002,0,0.02,0,0.001,0,0.6629,0,0.013,0,0.001,0,6.195,0,0.007,0,1.0386,0,6.434,0,0.007,0,0.237,1,0.008,1,0.821,1,0.195,1,0.007,
PS114,023_01,0.0039,78.1877,6,750,13.09,0,0,0,1,0,13.09,0,0,0,0.968,0,0.001,0,0.9087,0,0.88,0,0.001,0,0.014,0,0.001,0,0.6629,0,0.009,0,0,0,6.89,0,0.127,0,1.0386,0,7.156,0,0.132,0,0.232,1,0.001,1,0.821,1,0.19,1,0.001,
PS114,023_01,0.0039,78.1877,5,1001,13.385,0,0.035,0,1,0,13.385,0,0.035,0,0.98,0,0.001,0,0.9087,0,0.89,0,0.001,0,0.009,0,0.001,0,0.6629,0,0.006,0,0,0,7.17,0,0.042,0,1.0386,0,7.447,0,0.044,0,0.235,1,0.001,1,0.821,1,0.193,1,0.001,
PS114,023_01,0.0039,78.1877,4,1500,13.97,0,0.028,0,1,0,13.97,0,0.028,0,1.02,0,0.003,0,0.9087,0,0.927,0,0.003,0,0.006,0,0.001,0,0.6629,0,0.004,0,0.001,0,8.6,0,0.014,0,1.0386,0,8.932,0,0.015,0,0.226,1,0.001,1,0.821,1,0.186,1,0.001,
PS114,023_01,0.0039,78.1877,3,2001,14.845,0,0.021,0,1,0,14.845,0,0.021,0,1.086,0,0.001,0,0.9087,0,0.987,0,0.001,0,0.005,0,0,0,0.6629,0,0.003,0,0,0,11.25,0,0.028,0,1.0386,0,11.684,0,0.029,0,0.228,1,0.002,1,0.821,1,0.187,1,0.002,
PS114,023_01,0.0039,78.1877,2,2500,15.14,0,0.014,0,1,0,15.14,0,0.014,0,1.106,0,0.004,0,0.9087,0,1.005,0,0.004,0,0.006,0,0.001,0,0.6629,0,0.004,0,0,0,12.15,0,0.014,0,1.0386,0,12.619,0,0.015,0,0.23,1,0,1,0.821,1,0.189,1,0,
PS114,023_01,0.0039,78.1877,1,2990,15.16,0,0.042,0,1,0,15.16,0,0.042,0,1.119,0,0.006,0,0.9087,0,1.017,0,0.005,0,0.008,0,0.001,0,0.6629,0,0.005,0,0,0,12.58,0,0.042,0,1.0386,0,13.066,0,0.044,0,0.229,1,0.001,1,0.821,1,0.188,1,0.001,
PS114,024_01,-0.0082,78.3333,24,10,0.8,0,0,0,1.0144,0,0.812,0,0,0,0.202,0,0.002,0,0.9236,0,0.186,0,0.002,0,0.028,0,0.001,0,0.6629,0,0.018,0,0,0,1.315,0,0.007,0,1.0228,0,1.345,0,0.007,0,0.426,1,0.002,1,0.9217,1,0.392,1,0.002,
PS114,024_01,-0.0082,78.3333,22,20,2.685,0,0.007,0,1.0144,0,2.724,0,0.007,0,0.369,0,0.002,0,0.9236,0,0.34,0,0.002,0,0.06,0,0.002,0,0.6629,0,0.039,0,0.001,0,1.725,0,0.007,0,1.0228,0,1.764,0,0.007,0,1.318,1,0.011,1,0.9217,1,1.214,1,0.01,
PS114,024_01,-0.0082,78.3333,20,50,5.63,0,0.014,0,1.0144,0,5.711,0,0.014,0,0.59,0,0.004,0,0.9236,0,0.544,0,0.003,0,0.236,0,0.002,0,0.6629,0,0.156,0,0.001,0,3.19,0,0,0,1.0228,0,3.263,0,0,0,2.712,1,0.021,1,0.9217,1,2.499,1,0.019,
