Cruise,Station,Longitude_E,Latitude_N,Bottle,Depth,NO3_NO2,QF_NO3_NO2,NO3_NO2_stdDev,QF_NO3_NO2_stdDev,NO3_NO2_CF,QF_NO3_NO2_CF,NO3_NO2_C,QF_NO3_NO2_C,NO3_NO2_C_stdDev,QF_NO3_NO2_C_stdDev,PO4,QF_PO4,PO4_stdDev,QF_PO4_stdDev,PO4_CF,QF_PO4_CF,PO4_C,QF_PO4_C,PO4_C_stdDev,QF_PO4_C_stdDev,NO2,QF_NO2,NO2_stdDev,QF_NO2_stdDev,NO2_CF,QF_NO2_CF,NO2_C,QF_NO2_C,NO2_C_stdDev,QF_NO2_C_stdDev,Si_OH4,QF_Si_OH4, Si_OH4_stdDev,QF_Si_OH4_stdDev,Si_OH4_CF,QF_Si_OH4_CF,Si_OH4_C,QF_Si_OH4_C,Si_OH4_C_stdDev,QF_Si_OH4_C_stdDev,NH4,QF_NH4,NH4_stdDev,QF_NH4_stdDev,NH4_CF,QF_NH4_CF,NH4_C,QF_NH4_C,NH4_C_stdDev,QF_NH4_C_stdDev
PS114,024_01,-0.0082,78.3333,18,80,10.995,0,0.007,0,1.0144,0,11.154,0,0.007,0,0.805,0,0.001,0,0.9236,0,0.744,0,0.001,0,0.344,0,0,0,0.6629,0,0.228,0,0,0,4.055,0,0.007,0,1.0228,0,4.147,0,0.007,0,1.423,1,0.011,1,0.9217,1,1.311,1,0.01,
PS114,024_01,-0.0082,78.3333,16,100,12.035,0,0.007,0,1.0144,0,12.209,0,0.007,0,0.85,0,0.001,0,0.9236,0,0.785,0,0.001,0,0.3,0,0,0,0.6629,0,0.199,0,0,0,4.2,0,0.113,0,1.0228,0,4.296,0,0.116,0,0.924,1,0.006,1,0.9217,1,0.852,1,0.005,
PS114,024_01,-0.0082,78.3333,14,200,12.32,0,0.014,0,1.0144,0,12.498,0,0.014,0,0.862,0,0.001,0,0.9236,0,0.796,0,0.001,0,0.083,0,0.001,0,0.6629,0,0.055,0,0,0,4.54,0,0,0,1.0228,0,4.643,0,0,0,0.354,1,0.008,1,0.9217,1,0.326,1,0.008,
PS114,024_01,-0.0082,78.3333,12,300,12.355,0,0.021,0,1.0144,0,12.533,0,0.022,0,0.889,0,0.018,0,0.9236,0,0.821,0,0.016,0,0.04,0,0.001,0,0.6629,0,0.026,0,0,0,4.96,0,0,0,1.0228,0,5.073,0,0,0,0.29,1,0.002,1,0.9217,1,0.267,1,0.002,
PS114,024_01,-0.0082,78.3333,10,400,12.795,0,0.021,0,1.0144,0,12.979,0,0.022,0,0.926,0,0.016,0,0.9236,0,0.855,0,0.015,0,0.016,0,0.002,0,0.6629,0,0.01,0,0.001,0,6.095,0,0.007,0,1.0228,0,6.234,0,0.007,0,0.304,1,0.001,1,0.9217,1,0.28,1,0.001,
PS114,024_01,-0.0082,78.3333,8,500,12.83,0,0.057,0,1.0144,0,13.015,0,0.057,0,0.918,0,0.002,0,0.9236,0,0.847,0,0.002,0,0.023,0,0.002,0,0.6629,0,0.015,0,0.001,0,5.725,0,0.021,0,1.0228,0,5.855,0,0.022,0,0.293,1,0,1,0.9217,1,0.27,1,0,
PS114,024_01,-0.0082,78.3333,6,600,12.94,0,0,0,1.0144,0,13.127,0,0,0,0.929,0,0.001,0,0.9236,0,0.858,0,0.001,0,0.025,0,0.001,0,0.6629,0,0.016,0,0,0,6,0,0,0,1.0228,0,6.137,0,0,0,0.293,1,0.001,1,0.9217,1,0.27,1,0.001,
PS114,024_01,-0.0082,78.3333,4,700,12.985,0,0.007,0,1.0144,0,13.172,0,0.007,0,0.933,0,0.004,0,0.9236,0,0.861,0,0.003,0,0.019,0,0.001,0,0.6629,0,0.012,0,0,0,5.85,0,0,0,1.0228,0,5.983,0,0,0,0.298,1,0.001,1,0.9217,1,0.274,1,0.001,
PS114,024_01,-0.0082,78.3333,2,800,13.16,0,0.028,0,1.0144,0,13.35,0,0.029,0,0.95,0,0.002,0,0.9236,0,0.877,0,0.002,0,0.018,0,0.004,0,0.6629,0,0.012,0,0.003,0,6.095,0,0.007,0,1.0228,0,6.234,0,0.007,0,0.288,1,0.001,1,0.9217,1,0.265,1,0.001,
PS114,025_02,-0.0252,78.8297,21,10,0.16,0,0,0,1.0144,0,0.162,0,0,0,0.173,0,0.03,0,0.9236,0,0.16,0,0.027,0,0.013,0,0,0,0.6629,0,0.009,0,0,0,1.255,0,0.021,0,1.0228,0,1.284,0,0.022,0,0.366,1,0.001,1,0.9217,1,0.337,1,0.001,
PS114,025_02,-0.0252,78.8297,19,25,1.41,0,0,0,1.0144,0,1.43,0,0,0,0.241,0,0.001,0,0.9236,0,0.223,0,0.001,0,0.027,0,0.001,0,0.6629,0,0.018,0,0,0,1.36,0,0,0,1.0228,0,1.391,0,0,0,0.422,1,0.001,1,0.9217,1,0.389,1,0.001,
PS114,025_02,-0.0252,78.8297,17,35,4.85,0,0.028,0,1.0144,0,4.92,0,0.029,0,0.493,0,0.004,0,0.9236,0,0.455,0,0.003,0,0.05,0,0,0,0.6629,0,0.033,0,0,0,2.26,0,0,0,1.0228,0,2.311,0,0,0,0.87,1,0.008,1,0.9217,1,0.802,1,0.008,
PS114,025_02,-0.0252,78.8297,15,45,6.975,0,0.021,0,1.0144,0,7.076,0,0.022,0,0.647,0,0.006,0,0.9236,0,0.598,0,0.005,0,0.078,0,0.001,0,0.6629,0,0.051,0,0,0,3.265,0,0.007,0,1.0228,0,3.339,0,0.007,0,1.426,1,0.011,1,0.9217,1,1.314,1,0.01,
PS114,025_02,-0.0252,78.8297,14,55,7.51,0,0.028,0,1.0144,0,7.618,0,0.029,0,0.688,0,0.003,0,0.9236,0,0.635,0,0.003,0,0.103,0,0.001,0,0.6629,0,0.068,0,0.001,0,3.59,0,0,0,1.0228,0,3.672,0,0,0,1.574,1,0.004,1,0.9217,1,1.451,1,0.004,
PS114,025_02,-0.0252,78.8297,13,75,6.645,0,0.035,0,1.0144,0,6.741,0,0.036,0,0.649,0,0.001,0,0.9236,0,0.599,0,0.001,0,0.16,0,0.002,0,0.6629,0,0.106,0,0.001,0,3.48,0,0.014,0,1.0228,0,3.559,0,0.014,0,2.157,1,0.006,1,0.9217,1,1.988,1,0.006,
PS114,025_02,-0.0252,78.8297,11,100,11.28,0,0.014,0,1.0144,0,11.443,0,0.014,0,0.846,0,0.001,0,0.9236,0,0.781,0,0.001,0,0.285,0,0.006,0,0.6629,0,0.189,0,0.004,0,4.22,0,0,0,1.0228,0,4.316,0,0,0,0.986,1,0.013,1,0.9217,1,0.908,1,0.012,
PS114,025_02,-0.0252,78.8297,10,250,11.94,0,0.014,0,1.0144,0,12.112,0,0.014,0,0.871,0,0.002,0,0.9236,0,0.804,0,0.002,0,0.031,0,0.001,0,0.6629,0,0.021,0,0.001,0,4.595,0,0.021,0,1.0228,0,4.7,0,0.022,0,0.335,1,0.011,1,0.9217,1,0.309,1,0.01,
PS114,025_02,-0.0252,78.8297,9,300,12.05,0,0,0,1.0144,0,12.224,0,0,0,0.882,0,0.004,0,0.9236,0,0.814,0,0.003,0,0.028,0,0.006,0,0.6629,0,0.018,0,0.004,0,4.825,0,0.007,0,1.0228,0,4.935,0,0.007,0,0.301,1,0.001,1,0.9217,1,0.277,1,0.001,
PS114,025_02,-0.0252,78.8297,8,400,12.49,0,0,0,1.0144,0,12.67,0,0,0,0.919,0,0.003,0,0.9236,0,0.849,0,0.003,0,0.026,0,0.001,0,0.6629,0,0.017,0,0.001,0,5.39,0,0.014,0,1.0228,0,5.513,0,0.014,0,0.272,1,0.001,1,0.9217,1,0.25,1,0.001,
PS114,025_02,-0.0252,78.8297,7,500,12.775,0,0.035,0,1.0144,0,12.959,0,0.036,0,0.954,0,0.001,0,0.9236,0,0.881,0,0.001,0,0.026,0,0.003,0,0.6629,0,0.017,0,0.002,0,5.74,0,0,0,1.0228,0,5.871,0,0,0,0.547,1,0.003,1,0.9217,1,0.504,1,0.003,
PS114,025_02,-0.0252,78.8297,6,750,13.12,0,0.028,0,1.0144,0,13.309,0,0.029,0,0.978,0,0,0,0.9236,0,0.903,0,0,0,0.018,0,0,0,0.6629,0,0.012,0,0,0,6.335,0,0.007,0,1.0228,0,6.479,0,0.007,0,0.287,1,0.001,1,0.9217,1,0.264,1,0.001,
PS114,025_02,-0.0252,78.8297,5,1000,13.535,0,0.035,0,1.0144,0,13.73,0,0.036,0,1,0,0.003,0,0.9236,0,0.924,0,0.003,0,0.017,0,0.002,0,0.6629,0,0.011,0,0.001,0,6.74,0,0.014,0,1.0228,0,6.893,0,0.014,0,0.315,1,0.001,1,0.9217,1,0.29,1,0.001,
PS114,025_02,-0.0252,78.8297,4,1500,14.505,0,0.007,0,1.0144,0,14.714,0,0.007,0,1.066,0,0,0,0.9236,0,0.985,0,0,0,0.017,0,0.007,0,0.6629,0,0.011,0,0.005,0,9.495,0,0.021,0,1.0228,0,9.711,0,0.022,0,0.331,1,0.002,1,0.9217,1,0.305,1,0.002,
PS114,025_02,-0.0252,78.8297,3,2000,15.12,0,0,0,1.0144,0,15.338,0,0,0,1.118,0,0.005,0,0.9236,0,1.032,0,0.005,0,0.012,0,0.001,0,0.6629,0,0.008,0,0,0,11.49,0,0.014,0,1.0228,0,11.752,0,0.014,0,0.341,1,0.004,1,0.9217,1,0.314,1,0.004,
PS114,025_02,-0.0252,78.8297,2,2500,15.165,0,0.007,0,1.0144,0,15.384,0,0.007,0,1.104,0,0.005,0,0.9236,0,1.019,0,0.005,0,0.013,0,0.001,0,0.6629,0,0.009,0,0.001,0,11.975,0,0.049,0,1.0228,0,12.248,0,0.051,0,0.325,1,0.002,1,0.9217,1,0.299,1,0.002,
PS114,025_02,-0.0252,78.8297,1,3000,15.065,0,0.007,0,1.0144,0,15.282,0,0.007,0,1.107,0,0,0,0.9236,0,1.022,0,0,0,0.015,0,0.001,0,0.6629,0,0.01,0,0.001,0,11.63,0,0.028,0,1.0228,0,11.895,0,0.029,0,0.361,1,0,1,0.9217,1,0.333,1,0,
PS114,026_01,-0.0003,78.9989,24,10,0.29,0,0.057,0,1.0144,0,0.294,0,0.057,0,0.227,0,0.026,0,0.9236,0,0.209,0,0.024,0,0.018,0,0.001,0,0.6629,0,0.012,0,0,0,0.74,0,0.014,0,1.0228,0,0.757,0,0.014,0,0.423,1,0.001,1,0.9217,1,0.389,1,0.001,
PS114,026_01,-0.0003,78.9989,22,16,1.18,0,0.014,0,1.0144,0,1.197,0,0.014,0,0.314,0,0.007,0,0.9236,0,0.29,0,0.007,0,0.067,0,0.001,0,0.6629,0,0.044,0,0,0,1.84,0,0.014,0,1.0228,0,1.882,0,0.014,0,0.369,1,0.004,1,0.9217,1,0.34,1,0.003,
PS114,026_01,-0.0003,78.9989,20,26,5.79,0,0.014,0,1.0144,0,5.873,0,0.014,0,0.576,0,0.003,0,0.9236,0,0.532,0,0.003,0,0.066,0,0.001,0,0.6629,0,0.043,0,0,0,3.02,0,0.014,0,1.0228,0,3.089,0,0.014,0,0.619,1,0.001,1,0.9217,1,0.571,1,0.001,
PS114,026_01,-0.0003,78.9989,18,36,6.635,0,0.021,0,1.0144,0,6.731,0,0.022,0,0.636,0,0.006,0,0.9236,0,0.587,0,0.005,0,0.06,0,0,0,0.6629,0,0.04,0,0,0,3.08,0,0.014,0,1.0228,0,3.15,0,0.014,0,1.141,1,0.006,1,0.9217,1,1.051,1,0.006,
PS114,026_01,-0.0003,78.9989,16,105,11.25,0,0.014,0,1.0144,0,11.412,0,0.014,0,0.842,0,0.006,0,0.9236,0,0.778,0,0.005,0,0.4,0,0,0,0.6629,0,0.265,0,0,0,3.85,0,0,0,1.0228,0,3.938,0,0,0,1.571,1,0.004,1,0.9217,1,1.447,1,0.003,
PS114,026_01,-0.0003,78.9989,14,200,12.075,0,0.007,0,1.0144,0,12.249,0,0.007,0,0.861,0,0.001,0,0.9236,0,0.795,0,0.001,0,0.038,0,0.004,0,0.6629,0,0.025,0,0.002,0,4.65,0,0.028,0,1.0228,0,4.756,0,0.029,0,0.345,1,0.016,1,0.9217,1,0.318,1,0.014,
PS114,026_01,-0.0003,78.9989,12,300,11.91,0,0.014,0,1.0144,0,12.082,0,0.014,0,0.86,0,0.002,0,0.9236,0,0.794,0,0.002,0,0.028,0,0.001,0,0.6629,0,0.018,0,0,0,4.775,0,0.007,0,1.0228,0,4.884,0,0.007,0,0.328,1,0.003,1,0.9217,1,0.302,1,0.003,
PS114,026_01,-0.0003,78.9989,10,420,12.565,0,0.021,0,1.0144,0,12.746,0,0.022,0,0.914,0,0,0,0.9236,0,0.844,0,0,0,0.026,0,0,0,0.6629,0,0.017,0,0,0,5.635,0,0.064,0,1.0228,0,5.763,0,0.065,0,0.34,1,0.001,1,0.9217,1,0.313,1,0.001,
PS114,026_01,-0.0003,78.9989,8,500,12.81,0,0,0,1.0144,0,12.995,0,0,0,0.928,0,0,0,0.9236,0,0.857,0,0,0,0.025,0,0.004,0,0.6629,0,0.016,0,0.002,0,5.835,0,0.035,0,1.0228,0,5.968,0,0.036,0,0.334,1,0.001,1,0.9217,1,0.307,1,0.001,
PS114,026_01,-0.0003,78.9989,6,600,13.06,0,0.028,0,1.0144,0,13.248,0,0.029,0,0.953,0,0.001,0,0.9236,0,0.88,0,0.001,0,0.015,0,0.001,0,0.6629,0,0.01,0,0,0,6.27,0,0.014,0,1.0228,0,6.413,0,0.014,0,0.328,1,0,1,0.9217,1,0.302,1,0,
PS114,026_01,-0.0003,78.9989,4,700,12.87,0,0.028,0,1.0144,0,13.056,0,0.029,0,0.95,0,0.001,0,0.9236,0,0.877,0,0.001,0,0.019,0,0.005,0,0.6629,0,0.012,0,0.003,0,6.43,0,0.014,0,1.0228,0,6.576,0,0.014,0,0.35,1,0,1,0.9217,1,0.323,1,0,
PS114,026_01,-0.0003,78.9989,2,800,12.77,0,0,0,1.0144,0,12.954,0,0,0,0.943,0,0.002,0,0.9236,0,0.871,0,0.002,0,0.014,0,0.004,0,0.6629,0,0.009,0,0.002,0,6.57,0,0,0,1.0228,0,6.72,0,0,0,0.317,1,0.001,1,0.9217,1,0.292,1,0.001,
PS114,027_01,0.0063,79.1655,24,10,4.655,0,0.021,0,1.0144,0,4.722,0,0.022,0,0.583,0,0.003,0,0.9236,0,0.538,0,0.003,0,0.053,0,0.001,0,0.6629,0,0.035,0,0,0,5.465,0,0.007,0,1.0228,0,5.589,0,0.007,0,0.449,1,0.001,1,0.9217,1,0.413,1,0.001,
PS114,027_01,0.0063,79.1655,22,25,7.13,0,0,0,1.0144,0,7.233,0,0,0,0.712,0,0.001,0,0.9236,0,0.657,0,0.001,0,0.046,0,0,0,0.6629,0,0.03,0,0,0,6.92,0,0.028,0,1.0228,0,7.078,0,0.029,0,0.474,1,0.001,1,0.9217,1,0.437,1,0.001,
PS114,027_01,0.0063,79.1655,20,50,9.13,0,0.042,0,1.0144,0,9.262,0,0.043,0,0.752,0,0.006,0,0.9236,0,0.695,0,0.005,0,0.024,0,0.001,0,0.6629,0,0.016,0,0,0,6.12,0,0.014,0,1.0228,0,6.259,0,0.014,0,0.322,1,0.001,1,0.9217,1,0.297,1,0.001,
PS114,027_01,0.0063,79.1655,18,80,5.53,0,0.028,0,1.0144,0,5.61,0,0.029,0,0.532,0,0.001,0,0.9236,0,0.491,0,0.001,0,0.081,0,0.001,0,0.6629,0,0.053,0,0,0,3.475,0,0.035,0,1.0228,0,3.554,0,0.036,0,1.31,1,0.011,1,0.9217,1,1.207,1,0.01,
PS114,027_01,0.0063,79.1655,16,150,12.33,0,0.057,0,1.0144,0,12.508,0,0.057,0,0.849,0,0.001,0,0.9236,0,0.784,0,0.001,0,0.057,0,0.001,0,0.6629,0,0.038,0,0.001,0,4.66,0,0.014,0,1.0228,0,4.766,0,0.014,0,0.351,1,0.012,1,0.9217,1,0.323,1,0.011,
PS114,027_01,0.0063,79.1655,14,200,12.13,0,0.014,0,1.0144,0,12.305,0,0.014,0,0.844,0,0,0,0.9236,0,0.78,0,0,0,0.034,0,0.001,0,0.6629,0,0.023,0,0.001,0,4.685,0,0.007,0,1.0228,0,4.792,0,0.007,0,0.328,1,0.001,1,0.9217,1,0.302,1,0.001,
PS114,027_01,0.0063,79.1655,12,350,12.3,0,0.028,0,1.0144,0,12.477,0,0.029,0,0.859,0,0.001,0,0.9236,0,0.793,0,0.001,0,0.032,0,0.001,0,0.6629,0,0.021,0,0.001,0,5.155,0,0.007,0,1.0228,0,5.272,0,0.007,0,0.291,1,0,1,0.9217,1,0.268,1,0,
PS114,027_01,0.0063,79.1655,10,400,12.675,0,0.007,0,1.0144,0,12.858,0,0.007,0,0.896,0,0.001,0,0.9236,0,0.828,0,0.001,0,0.022,0,0.001,0,0.6629,0,0.015,0,0.001,0,5.96,0,0.014,0,1.0228,0,6.096,0,0.014,0,0.316,1,0.001,1,0.9217,1,0.291,1,0.001,
PS114,027_01,0.0063,79.1655,8,500,12.66,0,0,0,1.0144,0,12.843,0,0,0,0.906,0,0.001,0,0.9236,0,0.836,0,0.001,0,0.013,0,0.001,0,0.6629,0,0.009,0,0.001,0,6.175,0,0.007,0,1.0228,0,6.316,0,0.007,0,0.28,1,0,1,0.9217,1,0.258,1,0,
PS114,027_01,0.0063,79.1655,6,600,12.79,0,0.042,0,1.0144,0,12.974,0,0.043,0,0.925,0,0.006,0,0.9236,0,0.854,0,0.005,0,0.015,0,0,0,0.6629,0,0.01,0,0,0,6.485,0,0.007,0,1.0228,0,6.633,0,0.007,0,0.375,1,0.001,1,0.9217,1,0.346,1,0.001,
PS114,027_01,0.0063,79.1655,4,700,12.89,0,0.014,0,1.0144,0,13.076,0,0.014,0,0.939,0,0.004,0,0.9236,0,0.867,0,0.003,0,0.013,0,0.001,0,0.6629,0,0.009,0,0.001,0,6.455,0,0.007,0,1.0228,0,6.602,0,0.007,0,0.315,1,0.001,1,0.9217,1,0.29,1,0.001,
PS114,027_01,0.0063,79.1655,2,801,12.68,0,0.028,0,1.0144,0,12.863,0,0.029,0,0.939,0,0.001,0,0.9236,0,0.867,0,0.001,0,0.012,0,0.001,0,0.6629,0,0.008,0,0,0,6.88,0,0.014,0,1.0228,0,7.037,0,0.014,0,0.315,1,0,1,0.9217,1,0.29,1,0,
PS114,028_01,0.0474,79.3348,24,10,0.47,0,0.014,0,1.0144,0,0.477,0,0.014,0,0.262,0,0.002,0,0.9236,0,0.242,0,0.002,0,0.026,0,0.001,0,0.6629,0,0.017,0,0,0,1.31,0,0.028,0,1.0228,0,1.34,0,0.029,0,0.508,1,0.001,1,0.9217,1,0.468,1,0.001,
PS114,028_01,0.0474,79.3348,22,25,3.9,0,0,0,1.0144,0,3.956,0,0,0,0.458,0,0.003,0,0.9236,0,0.423,0,0.003,0,0.066,0,0.001,0,0.6629,0,0.044,0,0.001,0,2.495,0,0.021,0,1.0228,0,2.552,0,0.022,0,0.844,1,0.004,1,0.9217,1,0.777,1,0.003,
PS114,028_01,0.0474,79.3348,20,50,6.47,0,0.014,0,1.0144,0,6.563,0,0.014,0,0.6,0,0.001,0,0.9236,0,0.554,0,0.001,0,0.084,0,0.001,0,0.6629,0,0.055,0,0,0,3.195,0,0.007,0,1.0228,0,3.268,0,0.007,0,0.938,1,0,1,0.9217,1,0.865,1,0,
PS114,028_01,0.0474,79.3348,18,80,8.45,0,0.099,0,1.0144,0,8.572,0,0.1,0,0.724,0,0.002,0,0.9236,0,0.668,0,0.002,0,0.143,0,0.001,0,0.6629,0,0.094,0,0,0,4.09,0,0,0,1.0228,0,4.183,0,0,0,1.515,1,0.01,1,0.9217,1,1.396,1,0.009,
PS114,028_01,0.0474,79.3348,16,150,12.08,0,0.014,0,1.0144,0,12.254,0,0.014,0,0.869,0,0.001,0,0.9236,0,0.803,0,0.001,0,0.031,0,0.001,0,0.6629,0,0.021,0,0.001,0,5.02,0,0.014,0,1.0228,0,5.134,0,0.014,0,0.332,1,0.015,1,0.9217,1,0.306,1,0.014,
PS114,028_01,0.0474,79.3348,14,200,12.095,0,0.021,0,1.0144,0,12.269,0,0.022,0,0.875,0,0.003,0,0.9236,0,0.808,0,0.003,0,0.031,0,0.001,0,0.6629,0,0.02,0,0,0,5.045,0,0.007,0,1.0228,0,5.16,0,0.007,0,0.353,1,0.001,1,0.9217,1,0.325,1,0.001,
PS114,028_01,0.0474,79.3348,12,330,12.435,0,0.007,0,1.0144,0,12.614,0,0.007,0,0.905,0,0,0,0.9236,0,0.836,0,0,0,0.024,0,0,0,0.6629,0,0.016,0,0,0,5.68,0,0.014,0,1.0228,0,5.809,0,0.014,0,0.308,1,0,1,0.9217,1,0.284,1,0,
PS114,028_01,0.0474,79.3348,10,400,12.635,0,0.021,0,1.0144,0,12.817,0,0.022,0,0.923,0,0.001,0,0.9236,0,0.852,0,0.001,0,0.022,0,0.004,0,0.6629,0,0.014,0,0.002,0,5.965,0,0.007,0,1.0228,0,6.101,0,0.007,0,0.308,1,0.001,1,0.9217,1,0.283,1,0.001,
PS114,028_01,0.0474,79.3348,8,500,12.69,0,0,0,1.0144,0,12.873,0,0,0,0.938,0,0.001,0,0.9236,0,0.866,0,0.001,0,0.012,0,0,0,0.6629,0,0.008,0,0,0,6.3,0,0,0,1.0228,0,6.443,0,0,0,0.308,1,0.001,1,0.9217,1,0.284,1,0.001,
PS114,028_01,0.0474,79.3348,6,600,12.71,0,0.028,0,1.0144,0,12.893,0,0.029,0,0.94,0,0,0,0.9236,0,0.868,0,0,0,0.011,0,0.001,0,0.6629,0,0.007,0,0,0,6.375,0,0.049,0,1.0228,0,6.52,0,0.051,0,0.301,1,0.001,1,0.9217,1,0.277,1,0.001,
PS114,028_01,0.0474,79.3348,4,700,12.615,0,0.035,0,1.0144,0,12.797,0,0.036,0,0.938,0,0.001,0,0.9236,0,0.866,0,0.001,0,0.008,0,0,0,0.6629,0,0.005,0,0,0,6.375,0,0.007,0,1.0228,0,6.52,0,0.007,0,0.274,1,0.001,1,0.9217,1,0.252,1,0.001,
PS114,028_01,0.0474,79.3348,2,801,12.67,0,0,0,1.0144,0,12.853,0,0,0,0.946,0,0.001,0,0.9236,0,0.873,0,0.001,0,0.011,0,0.002,0,0.6629,0,0.007,0,0.001,0,6.59,0,0.042,0,1.0228,0,6.74,0,0.043,0,0.305,1,0,1,0.9217,1,0.281,1,0,
PS114,029_01,-0.1001,79.4947,22,10,1.545,0,0.007,0,1.0144,0,1.567,0,0.007,0,0.342,0,0.004,0,0.9236,0,0.316,0,0.004,0,0.035,0,0.001,0,0.6629,0,0.023,0,0,0,2.56,0,0.014,0,1.0228,0,2.618,0,0.014,0,0.542,1,0.004,1,0.9217,1,0.499,1,0.003,
PS114,029_01,-0.1001,79.4947,20,25,5.21,0,0.028,0,1.0144,0,5.285,0,0.029,0,0.554,0,0,0,0.9236,0,0.512,0,0,0,0.068,0,0.001,0,0.6629,0,0.045,0,0.001,0,3.725,0,0.049,0,1.0228,0,3.81,0,0.051,0,0.484,1,0.001,1,0.9217,1,0.446,1,0.001,
PS114,029_01,-0.1001,79.4947,18,35,4.475,0,0.007,0,1.0144,0,4.54,0,0.007,0,0.49,0,0,0,0.9236,0,0.453,0,0,0,0.057,0,0.001,0,0.6629,0,0.038,0,0.001,0,3.09,0,0.014,0,1.0228,0,3.16,0,0.014,0,0.728,1,0.002,1,0.9217,1,0.671,1,0.002,
PS114,029_01,-0.1001,79.4947,16,45,4.605,0,0.007,0,1.0144,0,4.671,0,0.007,0,0.484,0,0.001,0,0.9236,0,0.447,0,0.001,0,0.059,0,0.001,0,0.6629,0,0.039,0,0.001,0,2.78,0,0.014,0,1.0228,0,2.843,0,0.014,0,0.75,1,0.001,1,0.9217,1,0.691,1,0.001,
