Cruise,Station,Longitude_E,Latitude_N,Bottle,Depth,NO3_NO2,QF_NO3_NO2,NO3_NO2_stdDev,QF_NO3_NO2_stdDev,NO3_NO2_CF,QF_NO3_NO2_CF,NO3_NO2_C,QF_NO3_NO2_C,NO3_NO2_C_stdDev,QF_NO3_NO2_C_stdDev,PO4,QF_PO4,PO4_stdDev,QF_PO4_stdDev,PO4_CF,QF_PO4_CF,PO4_C,QF_PO4_C,PO4_C_stdDev,QF_PO4_C_stdDev,NO2,QF_NO2,NO2_stdDev,QF_NO2_stdDev,NO2_CF,QF_NO2_CF,NO2_C,QF_NO2_C,NO2_C_stdDev,QF_NO2_C_stdDev,Si_OH4,QF_Si_OH4, Si_OH4_stdDev,QF_Si_OH4_stdDev,Si_OH4_CF,QF_Si_OH4_CF,Si_OH4_C,QF_Si_OH4_C,Si_OH4_C_stdDev,QF_Si_OH4_C_stdDev,NH4,QF_NH4,NH4_stdDev,QF_NH4_stdDev,NH4_CF,QF_NH4_CF,NH4_C,QF_NH4_C,NH4_C_stdDev,QF_NH4_C_stdDev
PS114,029_01,-0.1001,79.4947,14,60,8.59,0,0.014,0,1.0144,0,8.714,0,0.014,0,0.71,0,0.001,0,0.9236,0,0.656,0,0.001,0,0.071,0,0,0,0.6629,0,0.047,0,0,0,4.375,0,0.021,0,1.0228,0,4.475,0,0.022,0,0.553,1,0.003,1,0.9217,1,0.51,1,0.003,
PS114,029_01,-0.1001,79.4947,13,70,8.985,0,0.007,0,1.0144,0,9.115,0,0.007,0,0.737,0,0.001,0,0.9236,0,0.68,0,0.001,0,0.056,0,0.001,0,0.6629,0,0.037,0,0.001,0,4.445,0,0.007,0,1.0228,0,4.546,0,0.007,0,0.765,1,0.003,1,0.9217,1,0.705,1,0.003,
PS114,029_01,-0.1001,79.4947,12,100,10.385,0,0.021,0,1.0144,0,10.535,0,0.022,0,0.798,0,0.004,0,0.9236,0,0.737,0,0.003,0,0.095,0,0.005,0,0.6629,0,0.063,0,0.003,0,5.43,0,0,0,1.0228,0,5.554,0,0,0,0.577,1,0.003,1,0.9217,1,0.532,1,0.003,
PS114,029_01,-0.1001,79.4947,10,250,11.89,0,0.042,0,1.0144,0,12.061,0,0.043,0,0.845,0,0.001,0,0.9236,0,0.78,0,0.001,0,0.019,0,0.001,0,0.6629,0,0.012,0,0,0,5.27,0,0.014,0,1.0228,0,5.39,0,0.014,0,0.264,1,0.004,1,0.9217,1,0.243,1,0.004,
PS114,029_01,-0.1001,79.4947,9,300,12.025,0,0.035,0,1.0144,0,12.198,0,0.036,0,0.857,0,0.002,0,0.9236,0,0.791,0,0.002,0,0.016,0,0.003,0,0.6629,0,0.011,0,0.002,0,5.5,0,0,0,1.0228,0,5.625,0,0,0,0.266,1,0.001,1,0.9217,1,0.245,1,0.001,
PS114,029_01,-0.1001,79.4947,8,401,12.49,0,0.014,0,1.0144,0,12.67,0,0.014,0,0.885,0,0.001,0,0.9236,0,0.817,0,0.001,0,0.013,0,0,0,0.6629,0,0.009,0,0,0,6.11,0,0,0,1.0228,0,6.249,0,0,0,0.263,1,0.001,1,0.9217,1,0.242,1,0.001,
PS114,029_01,-0.1001,79.4947,7,500,12.745,0,0.007,0,1.0144,0,12.929,0,0.007,0,0.906,0,0.001,0,0.9236,0,0.837,0,0.001,0,0.009,0,0.003,0,0.6629,0,0.006,0,0.002,0,6.475,0,0.007,0,1.0228,0,6.622,0,0.007,0,0.273,1,0,1,0.9217,1,0.252,1,0,
PS114,029_01,-0.1001,79.4947,6,750,12.505,0,0.035,0,1.0144,0,12.685,0,0.036,0,0.9,0,0.001,0,0.9236,0,0.831,0,0.001,0,0.008,0,0.004,0,0.6629,0,0.005,0,0.002,0,6.595,0,0.007,0,1.0228,0,6.745,0,0.007,0,0.282,1,0.002,1,0.9217,1,0.259,1,0.002,
PS114,029_01,-0.1001,79.4947,5,1000,12.76,0,0.014,0,1.0144,0,12.944,0,0.014,0,0.921,0,0,0,0.9236,0,0.851,0,0,0,0.006,0,0.003,0,0.6629,0,0.004,0,0.002,0,7.145,0,0.021,0,1.0228,0,7.308,0,0.022,0,0.251,1,0.001,1,0.9217,1,0.231,1,0.001,
PS114,029_01,-0.1001,79.4947,4,1501,14.165,0,0.064,0,1.0144,0,14.369,0,0.065,0,1.014,0,0.006,0,0.9236,0,0.937,0,0.005,0,0.002,0,0,0,0.6629,0,0.001,0,0,0,9.84,0,0.028,0,1.0228,0,10.064,0,0.029,0,0.246,1,0,1,0.9217,1,0.227,1,0,
PS114,029_01,-0.1001,79.4947,3,2000,14.745,0,0.035,0,1.0144,0,14.958,0,0.036,0,1.052,0,0.001,0,0.9236,0,0.971,0,0.001,0,0.004,0,0.001,0,0.6629,0,0.002,0,0,0,11.33,0,0.014,0,1.0228,0,11.588,0,0.014,0,0.247,1,0.004,1,0.9217,1,0.228,1,0.004,
PS114,029_01,-0.1001,79.4947,2,2500,14.975,0,0.078,0,1.0144,0,15.191,0,0.079,0,1.069,0,0.004,0,0.9236,0,0.987,0,0.004,0,0.006,0,0.004,0,0.6629,0,0.004,0,0.002,0,11.795,0,0.021,0,1.0228,0,12.064,0,0.022,0,0.243,1,0.001,1,0.9217,1,0.224,1,0.001,
PS114,029_01,-0.1001,79.4947,1,2759,15.025,0,0.021,0,1.0144,0,15.242,0,0.022,0,1.069,0,0,0,0.9236,0,0.987,0,0,0,0.008,0,0.001,0,0.6629,0,0.005,0,0,0,11.815,0,0.064,0,1.0228,0,12.084,0,0.065,0,0.254,1,0.001,1,0.9217,1,0.234,1,0.001,
PS114,031_01,3.1987,79.9451,22,10,0.04,0,0,0,1,0,0.04,0,0,0,0.144,0,0.001,0,0.9598,0,0.138,0,0.001,0,0.003,0,0.001,0,0.7291,0,0.002,0,0.001,0,1.385,0,0.021,0,1.0501,0,1.454,0,0.022,0,-0.233,1,0.004,1,1.2573,1,-0.233,1,0.004,
PS114,031_01,3.1987,79.9451,18,20,1.66,0,0.014,0,1,0,1.66,0,0.014,0,0.283,0,0.001,0,0.9598,0,0.272,0,0.001,0,0.048,0,0,0,0.7291,0,0.035,0,0,0,2.25,0,0,0,1.0501,0,2.363,0,0,0,0.113,1,0.003,1,1.2573,1,0.142,1,0.004,
PS114,031_01,3.1987,79.9451,10,75,6.615,0,0.007,0,1,0,6.615,0,0.007,0,0.632,0,0.003,0,0.9598,0,0.607,0,0.003,0,0.133,0,0,0,0.7291,0,0.097,0,0,0,2.565,0,0.007,0,1.0501,0,2.693,0,0.007,0,2.247,1,0.024,1,1.2573,1,2.825,1,0.03,
PS114,031_01,3.1987,79.9451,7,100,9.095,0,0.007,0,1,0,9.095,0,0.007,0,0.676,0,0.004,0,0.9598,0,0.648,0,0.003,0,0.189,0,0.001,0,0.7291,0,0.138,0,0.001,0,3.655,0,0.007,0,1.0501,0,3.838,0,0.007,0,1.028,1,0.008,1,1.2573,1,1.293,1,0.011,
PS114,031_01,3.1987,79.9451,5,250,12.035,0,0.078,0,1,0,12.035,0,0.078,0,0.786,0,0.001,0,0.9598,0,0.754,0,0.001,0,0.015,0,0.001,0,0.7291,0,0.011,0,0.001,0,4.31,0,0,0,1.0501,0,4.526,0,0,0,-0.223,1,0.016,1,1.2573,1,-0.223,1,0.016,
PS114,031_01,3.1987,79.9451,4,500,12.325,0,0.049,0,1,0,12.325,0,0.049,0,0.815,0,0.004,0,0.9598,0,0.782,0,0.004,0,0.01,0,0.001,0,0.7291,0,0.007,0,0.001,0,5.025,0,0.007,0,1.0501,0,5.277,0,0.007,0,-0.247,1,0.004,1,1.2573,1,-0.247,1,0.004,
PS114,031_01,3.1987,79.9451,2,700,12.805,0,0.021,0,1,0,12.805,0,0.021,0,0.864,0,0.002,0,0.9598,0,0.829,0,0.002,0,0.012,0,0.008,0,0.7291,0,0.008,0,0.006,0,5.81,0,0,0,1.0501,0,6.101,0,0,0,-0.246,1,0,1,1.2573,1,-0.246,1,0,
PS114,031_01,3.1987,79.9451,1,801,12.835,0,0.007,0,1,0,12.835,0,0.007,0,0.895,0,0.004,0,0.9598,0,0.859,0,0.003,0,0.005,0,0,0,0.7291,0,0.004,0,0,0,6.185,0,0.049,0,1.0501,0,6.495,0,0.052,0,-0.242,1,0,1,1.2573,1,-0.242,1,0,
PS114,032_02,4.5257,79.7395,22,10,0.04,0,0.014,0,1,0,0.04,0,0.014,0,0.163,0,0.006,0,0.9598,0,0.156,0,0.006,0,0.01,0,0.006,0,0.7291,0,0.007,0,0.004,0,1.52,0,0,0,1.0501,0,1.596,0,0,0,-0.24,1,0.003,1,1.2573,1,-0.24,1,0.003,
PS114,032_02,4.5257,79.7395,15,43,4.93,0,0.042,0,1,0,4.93,0,0.042,0,0.489,0,0.002,0,0.9598,0,0.469,0,0.002,0,0.106,0,0.002,0,0.7291,0,0.077,0,0.002,0,3.66,0,0.028,0,1.0501,0,3.843,0,0.03,0,1.066,1,0.013,1,1.2573,1,1.34,1,0.017,
PS114,032_02,4.5257,79.7395,8,75,11.315,0,0.007,0,1,0,11.315,0,0.007,0,0.773,0,0.004,0,0.9598,0,0.741,0,0.003,0,0.123,0,0.001,0,0.7291,0,0.089,0,0.001,0,4.48,0,0,0,1.0501,0,4.704,0,0,0,0.086,1,0.011,1,1.2573,1,0.108,1,0.014,
PS114,032_02,4.5257,79.7395,5,100,11.435,0,0.021,0,1,0,11.435,0,0.021,0,0.778,0,0.002,0,0.9598,0,0.746,0,0.002,0,0.08,0,0.001,0,0.7291,0,0.058,0,0.001,0,4.435,0,0.035,0,1.0501,0,4.657,0,0.037,0,-0.045,1,0.002,1,1.2573,1,-0.045,1,0.002,
PS114,032_02,4.5257,79.7395,3,250,12.21,0,0.057,0,1,0,12.21,0,0.057,0,0.816,0,0.002,0,0.9598,0,0.783,0,0.002,0,0.01,0,0.001,0,0.7291,0,0.007,0,0.001,0,4.625,0,0.021,0,1.0501,0,4.857,0,0.022,0,-0.251,1,0.001,1,1.2573,1,-0.251,1,0.001,
PS114,032_02,4.5257,79.7395,2,500,11.965,0,0.007,0,1,0,11.965,0,0.007,0,0.802,0,0,0,0.9598,0,0.77,0,0,0,0.011,0,0.001,0,0.7291,0,0.008,0,0.001,0,4.695,0,0.007,0,1.0501,0,4.93,0,0.007,0,-0.239,1,0.001,1,1.2573,1,-0.239,1,0.001,
PS114,032_02,4.5257,79.7395,1,700,12.71,0,0.042,0,1,0,12.71,0,0.042,0,0.874,0,0.007,0,0.9598,0,0.839,0,0.007,0,0.008,0,0.001,0,0.7291,0,0.005,0,0.001,0,5.805,0,0.007,0,1.0501,0,6.096,0,0.007,0,-0.234,1,0.002,1,1.2573,1,-0.234,1,0.002,
PS114,032_06,4.6502,79.739,20,250,12.22,0,0.028,0,1,0,12.22,0,0.028,0,0.801,0,0.005,0,0.9598,0,0.768,0,0.005,0,0.013,0,0.002,0,0.7291,0,0.009,0,0.002,0,4.74,0,0.014,0,1.0501,0,4.977,0,0.015,0,-0.234,1,0.002,1,1.2573,1,-0.234,1,0.002,
PS114,032_06,4.6502,79.739,16,500,12.445,0,0.064,0,1,0,12.445,0,0.064,0,0.828,0,0.001,0,0.9598,0,0.795,0,0.001,0,0.013,0,0,0,0.7291,0,0.009,0,0,0,5.24,0,0.014,0,1.0501,0,5.502,0,0.015,0,-0.23,1,0.006,1,1.2573,1,-0.23,1,0.006,
PS114,032_06,4.6502,79.739,14,750,13.34,0,0.014,0,1,0,13.34,0,0.014,0,0.898,0,0.001,0,0.9598,0,0.862,0,0.001,0,0.004,0,0.001,0,0.7291,0,0.003,0,0.001,0,6.11,0,0.028,0,1.0501,0,6.416,0,0.03,0,-0.228,1,0.004,1,1.2573,1,-0.228,1,0.004,
PS114,032_06,4.6502,79.739,10,1000,13.53,0,0.028,0,1,0,13.53,0,0.028,0,0.923,0,0.004,0,0.9598,0,0.886,0,0.004,0,-0.001,0,0.001,0,0.7291,0,-0.001,0,0.001,0,7.305,0,0.035,0,1.0501,0,7.671,0,0.037,0,-0.225,1,0.001,1,1.2573,1,-0.225,1,0.001,
PS114,032_06,4.6502,79.739,8,1200,14.325,0,0.021,0,1,0,14.325,0,0.021,0,0.974,0,0.013,0,0.9598,0,0.934,0,0.013,0,-0.001,0,0.001,0,0.7291,0,-0.001,0,0.001,0,8.32,0,0.028,0,1.0501,0,8.737,0,0.03,0,-0.238,1,0.001,1,1.2573,1,-0.238,1,0.001,
PS114,032_06,4.6502,79.739,4,2000,15.32,0,0.028,0,1,0,15.32,0,0.028,0,1.041,0,0.004,0,0.9598,0,0.999,0,0.004,0,-0.002,0,0,0,0.7291,0,-0.002,0,0,0,11.84,0,0.028,0,1.0501,0,12.433,0,0.03,0,-0.225,1,0.001,1,1.2573,1,-0.225,1,0.001,
PS114,032_06,4.6502,79.739,1,2561,15.3,0,0.071,0,1,0,15.3,0,0.071,0,1.048,0,0.002,0,0.9598,0,1.005,0,0.002,0,0.002,0,0,0,0.7291,0,0.001,0,0,0,11.925,0,0.035,0,1.0501,0,12.522,0,0.037,0,-0.224,1,0.004,1,1.2573,1,-0.224,1,0.004,
PS114,033_01,5.1659,79.5988,22,10,-0.005,0,0.007,0,1,0,-0.005,0,0.007,0,0.152,0,0.001,0,0.9598,0,0.145,0,0.001,0,0.002,0,0.001,0,0.7291,0,0.001,0,0.001,0,1.03,0,0.014,0,1.0501,0,1.082,0,0.015,0,-0.257,1,0.005,1,1.2573,1,-0.257,1,0.005,
PS114,033_01,5.1659,79.5988,19,20,1.39,0,0,0,1,0,1.39,0,0,0,0.275,0,0.003,0,0.9598,0,0.264,0,0.003,0,0.019,0,0,0,0.7291,0,0.014,0,0,0,1.66,0,0.014,0,1.0501,0,1.743,0,0.015,0,-0.094,1,0.001,1,1.2573,1,-0.094,1,0.001,
PS114,033_01,5.1659,79.5988,8,75,6.485,0,0.007,0,1,0,6.485,0,0.007,0,0.583,0,0.003,0,0.9598,0,0.56,0,0.003,0,0.066,0,0.001,0,0.7291,0,0.048,0,0.001,0,3.825,0,0.007,0,1.0501,0,4.017,0,0.007,0,0.752,1,0.012,1,1.2573,1,0.945,1,0.015,
PS114,033_01,5.1659,79.5988,5,100,6.445,0,0.035,0,1,0,6.445,0,0.035,0,0.631,0,0.004,0,0.9598,0,0.605,0,0.003,0,0.192,0,0,0,0.7291,0,0.14,0,0,0,3.48,0,0.014,0,1.0501,0,3.654,0,0.015,0,2.198,1,0.015,1,1.2573,1,2.763,1,0.019,
PS114,033_01,5.1659,79.5988,3,250,12.065,0,0.021,0,1,0,12.065,0,0.021,0,0.815,0,0.006,0,0.9598,0,0.782,0,0.006,0,0.017,0,0.001,0,0.7291,0,0.012,0,0.001,0,4.745,0,0.021,0,1.0501,0,4.983,0,0.022,0,-0.222,1,0.032,1,1.2573,1,-0.222,1,0.032,
PS114,033_01,5.1659,79.5988,2,500,12.77,0,0.028,0,1,0,12.77,0,0.028,0,0.877,0,0.003,0,0.9598,0,0.842,0,0.003,0,0.003,0,0.001,0,0.7291,0,0.002,0,0.001,0,5.73,0,0.042,0,1.0501,0,6.017,0,0.045,0,-0.248,1,0.002,1,1.2573,1,-0.248,1,0.002,
PS114,033_01,5.1659,79.5988,1,700,12.85,0,0.014,0,1,0,12.85,0,0.014,0,0.896,0,0.008,0,0.9598,0,0.86,0,0.008,0,0.003,0,0.001,0,0.7291,0,0.002,0,0.001,0,6.105,0,0.007,0,1.0501,0,6.411,0,0.007,0,-0.25,1,0.004,1,1.2573,1,-0.25,1,0.004,
PS114,034_01,-0.07,81.1623,24,10,-0.03,0,0,0,1,0,-0.03,0,0,0,0.149,0,0.001,0,0.9429,0,0.14,0,0.001,0,-0.012,0,0,0,1.1754,0,-0.012,0,0,0,0.81,0,0.014,0,1.037,0,0.84,0,0.015,0,-0.021,1,0.001,1,1.2448,1,-0.021,1,0.001,
PS114,034_01,-0.07,81.1623,22,25,0.275,0,0.007,0,1,0,0.275,0,0.007,0,0.196,0,0,0,0.9429,0,0.185,0,0,0,-0.003,0,0.001,0,1.1754,0,-0.003,0,0.001,0,0.795,0,0.007,0,1.037,0,0.824,0,0.007,0,-0.043,1,0.001,1,1.2448,1,-0.043,1,0.001,
PS114,034_01,-0.07,81.1623,20,50,9,0,0.028,0,1,0,9,0,0.028,0,0.702,0,0.01,0,0.9429,0,0.662,0,0.009,0,0.112,0,0.001,0,1.1754,0,0.131,0,0.001,0,3.88,0,0,0,1.037,0,4.023,0,0,0,0.227,1,0.004,1,1.2448,1,0.283,1,0.005,
PS114,034_01,-0.07,81.1623,17,80,10.785,0,0.035,0,1,0,10.785,0,0.035,0,0.78,0,0,0,0.9429,0,0.735,0,0,0,0.129,0,0,0,1.1754,0,0.152,0,0,0,4.575,0,0.064,0,1.037,0,4.744,0,0.066,0,-0.01,1,0.001,1,1.2448,1,-0.01,1,0.001,
PS114,034_01,-0.07,81.1623,16,100,11.415,0,0.035,0,1,0,11.415,0,0.035,0,0.803,0,0,0,0.9429,0,0.757,0,0,0,0.065,0,0.001,0,1.1754,0,0.076,0,0.001,0,4.55,0,0,0,1.037,0,4.718,0,0,0,-0.079,1,0.001,1,1.2448,1,-0.079,1,0.001,
PS114,034_01,-0.07,81.1623,14,200,11.975,0,0.007,0,1,0,11.975,0,0.007,0,0.833,0,0.001,0,0.9429,0,0.785,0,0.001,0,0.002,0,0.002,0,1.1754,0,0.002,0,0.002,0,4.59,0,0.042,0,1.037,0,4.76,0,0.044,0,-0.069,1,0.001,1,1.2448,1,-0.069,1,0.001,
PS114,034_01,-0.07,81.1623,12,300,12.005,0,0.021,0,1,0,12.005,0,0.021,0,0.844,0,0,0,0.9429,0,0.796,0,0,0,-0.009,0,0,0,1.1754,0,-0.009,0,0,0,4.855,0,0.064,0,1.037,0,5.035,0,0.066,0,-0.081,1,0.004,1,1.2448,1,-0.081,1,0.004,
PS114,034_01,-0.07,81.1623,10,412,12.67,0,0.028,0,1,0,12.67,0,0.028,0,0.89,0,0.001,0,0.9429,0,0.839,0,0.001,0,-0.016,0,0.001,0,1.1754,0,-0.016,0,0.001,0,5.56,0,0,0,1.037,0,5.766,0,0,0,-0.081,1,0.001,1,1.2448,1,-0.081,1,0.001,
PS114,034_01,-0.07,81.1623,8,500,12.815,0,0.035,0,1,0,12.815,0,0.035,0,0.905,0,0.004,0,0.9429,0,0.853,0,0.003,0,-0.015,0,0,0,1.1754,0,-0.015,0,0,0,5.825,0,0.007,0,1.037,0,6.04,0,0.007,0,-0.071,1,0,1,1.2448,1,-0.071,1,0,
PS114,034_01,-0.07,81.1623,6,600,12.88,0,0.014,0,1,0,12.88,0,0.014,0,0.915,0,0.004,0,0.9429,0,0.862,0,0.003,0,-0.018,0,0.001,0,1.1754,0,-0.018,0,0.001,0,6.075,0,0.021,0,1.037,0,6.3,0,0.022,0,-0.074,1,0.001,1,1.2448,1,-0.074,1,0.001,
PS114,034_01,-0.07,81.1623,4,700,12.715,0,0.021,0,1,0,12.715,0,0.021,0,0.918,0,0.001,0,0.9429,0,0.866,0,0.001,0,-0.018,0,0,0,1.1754,0,-0.018,0,0,0,6.3,0,0.028,0,1.037,0,6.533,0,0.029,0,-0.079,1,0.001,1,1.2448,1,-0.079,1,0.001,
PS114,034_01,-0.07,81.1623,2,800,12.78,0,0.042,0,1,0,12.78,0,0.042,0,0.919,0,0,0,0.9429,0,0.866,0,0,0,-0.019,0,0,0,1.1754,0,-0.019,0,0,0,6.47,0,0.014,0,1.037,0,6.709,0,0.015,0,-0.07,1,0,1,1.2448,1,-0.07,1,0,
PS114,035_01,-0.0075,81.0119,24,10,0.05,0,0,0,1,0,0.05,0,0,0,0.169,0,0.001,0,0.9429,0,0.159,0,0.001,0,-0.006,0,0.004,0,1.1754,0,-0.006,0,0.004,0,1.11,0,0.028,0,1.037,0,1.151,0,0.029,0,0.041,1,0,1,1.2448,1,0.051,1,0,
PS114,035_01,-0.0075,81.0119,22,20,0,0,0,0,1,0,0,0,0,0,0.149,0,0.001,0,0.9429,0,0.14,0,0.001,0,-0.012,0,0.002,0,1.1754,0,-0.012,0,0.002,0,0.845,0,0.007,0,1.037,0,0.876,0,0.007,0,0.039,1,0.001,1,1.2448,1,0.048,1,0.001,
PS114,035_01,-0.0075,81.0119,20,35,4.225,0,0.007,0,1,0,4.225,0,0.007,0,0.478,0,0.002,0,0.9429,0,0.45,0,0.002,0,0.058,0,0.001,0,1.1754,0,0.068,0,0.002,0,1.255,0,0.021,0,1.037,0,1.301,0,0.022,0,0.889,1,0.009,1,1.2448,1,1.106,1,0.011,
PS114,035_01,-0.0075,81.0119,18,50,-0.035,0,0.007,0,1,0,-0.035,0,0.007,0,0.136,0,0.003,0,0.9429,0,0.128,0,0.003,0,-0.015,0,0.001,0,1.1754,0,-0.015,0,0.001,0,0.495,0,0.007,0,1.037,0,0.513,0,0.007,0,0.146,1,0.009,1,1.2448,1,0.181,1,0.011,
PS114,035_01,-0.0075,81.0119,16,80,10.725,0,0.007,0,1,0,10.725,0,0.007,0,0.788,0,0.004,0,0.9429,0,0.743,0,0.003,0,0.098,0,0,0,1.1754,0,0.115,0,0,0,4.135,0,0.007,0,1.037,0,4.288,0,0.007,0,0.375,1,0.004,1,1.2448,1,0.466,1,0.004,
PS114,035_01,-0.0075,81.0119,14,200,11.9,0,0.057,0,1,0,11.9,0,0.057,0,0.831,0,0,0,0.9429,0,0.784,0,0,0,-0.003,0,0.004,0,1.1754,0,-0.003,0,0.004,0,4.66,0,0.071,0,1.037,0,4.832,0,0.073,0,-0.062,1,0.001,1,1.2448,1,-0.062,1,0.001,
PS114,035_01,-0.0075,81.0119,12,300,12.23,0,0.014,0,1,0,12.23,0,0.014,0,0.858,0,0.006,0,0.9429,0,0.809,0,0.005,0,-0.009,0,0.001,0,1.1754,0,-0.009,0,0.001,0,5.145,0,0.007,0,1.037,0,5.335,0,0.007,0,-0.067,1,0.001,1,1.2448,1,-0.067,1,0.001,
PS114,035_01,-0.0075,81.0119,10,400,12.545,0,0.007,0,1,0,12.545,0,0.007,0,0.885,0,0.004,0,0.9429,0,0.834,0,0.003,0,-0.013,0,0,0,1.1754,0,-0.013,0,0,0,5.595,0,0.007,0,1.037,0,5.802,0,0.007,0,-0.064,1,0.001,1,1.2448,1,-0.064,1,0.001,
PS114,035_01,-0.0075,81.0119,8,500,12.78,0,0.071,0,1,0,12.78,0,0.071,0,0.908,0,0.001,0,0.9429,0,0.856,0,0.001,0,-0.014,0,0.001,0,1.1754,0,-0.014,0,0.001,0,5.875,0,0.021,0,1.037,0,6.092,0,0.022,0,-0.065,1,0.001,1,1.2448,1,-0.065,1,0.001,
PS114,035_01,-0.0075,81.0119,6,600,12.895,0,0.007,0,1,0,12.895,0,0.007,0,0.922,0,0.001,0,0.9429,0,0.869,0,0.001,0,-0.015,0,0,0,1.1754,0,-0.015,0,0,0,6.16,0,0.028,0,1.037,0,6.388,0,0.029,0,-0.061,1,0.002,1,1.2448,1,-0.061,1,0.002,
PS114,035_01,-0.0075,81.0119,4,700,13.06,0,0.057,0,1,0,13.06,0,0.057,0,0.937,0,0.01,0,0.9429,0,0.883,0,0.009,0,-0.017,0,0,0,1.1754,0,-0.017,0,0,0,6.49,0,0.028,0,1.037,0,6.73,0,0.029,0,-0.063,1,0.001,1,1.2448,1,-0.063,1,0.001,
PS114,035_01,-0.0075,81.0119,2,800,12.97,0,0.071,0,1,0,12.97,0,0.071,0,0.935,0,0.002,0,0.9429,0,0.881,0,0.002,0,-0.021,0,0,0,1.1754,0,-0.021,0,0,0,6.86,0,0.113,0,1.037,0,7.114,0,0.117,0,-0.077,1,0.005,1,1.2448,1,-0.077,1,0.005,
